2026-09-11 14:00:49Z RF ok: - | C2=10968.47 C3b=11572.64
2026-09-11 14:00:49Z ok [cloud] 14.5s events: - | eq=9378.16 pos=1
2026-09-11 14:13:45Z RF ok: - | C2=10968.47 C3b=11572.64
2026-09-11 14:13:45Z ok [cloud] 13.5s events: - | eq=9369.17 pos=1
2026-09-11 14:15:48Z RF ok: - | C2=10889.84 C3b=11434.15
2026-09-11 14:15:48Z ok [cloud] 13.2s events: - | eq=9368.83 pos=1
2026-09-11 14:28:42Z RF ok: RF EXIT [C2/core] R14 CNY atr-trail 407.45; RF EXIT [C3b/core] R16 CNY atr-trail 699.98 | C2=10862.67 C3b=11386.15
2026-09-11 14:28:42Z ok [cloud] 14.3s events: - | eq=9375.86 pos=1
2026-09-11 14:30:46Z RF ok: - | C2=10862.67 C3b=11386.15
2026-09-11 14:30:46Z ok [cloud] 13.5s events: - | eq=9371.95 pos=1
2026-09-11 14:43:42Z RF ok: - | C2=10862.67 C3b=11386.15
2026-09-11 14:43:42Z ok [cloud] 14.9s events: - | eq=9364.58 pos=1
2026-09-11 14:45:43Z RF ok: - | C2=10862.67 C3b=11386.15
2026-09-11 14:45:43Z ok [cloud] 12.9s events: - | eq=9366.58 pos=1
2026-09-11 14:58:46Z RF ok: - | C2=10862.67 C3b=11386.15
2026-09-11 14:58:46Z ok [cloud] 13.9s events: - | eq=9365.99 pos=1
2026-09-11 15:00:49Z RF ok: - | C2=10862.67 C3b=11386.15
2026-09-11 15:00:49Z ok [cloud] 13.4s events: - | eq=9364.84 pos=1
2026-09-11 15:15:46Z RF ok: - | C2=10885.45 C3b=11424.66
2026-09-11 15:15:47Z ok [cloud] 13.3s events: - | eq=9365.21 pos=1
2026-09-11 15:28:48Z RF ok: - | C2=10885.45 C3b=11424.66
2026-09-11 15:28:48Z ok [cloud] 14.2s events: - | eq=9370.16 pos=1
2026-09-11 15:30:46Z RF ok: - | C2=10885.45 C3b=11424.66
2026-09-11 15:30:46Z ok [cloud] 12.7s events: - | eq=9366.59 pos=1
2026-09-11 15:43:50Z RF ok: - | C2=10885.45 C3b=11424.66
2026-09-11 15:43:50Z ok [cloud] 13.3s events: - | eq=9368 pos=1
2026-09-11 15:45:46Z RF ok: - | C2=10885.45 C3b=11424.66
2026-09-11 15:45:46Z ok [cloud] 13.4s events: - | eq=9366.18 pos=1
2026-09-11 15:58:40Z RF ok: - | C2=10885.45 C3b=11424.66
2026-09-11 15:58:41Z ok [cloud] 13.4s events: - | eq=9333.14 pos=1
2026-09-11 16:02:47Z scan 4h bar=2026-09-11 12:00: pass=0/20, near=ETH-USDT 7/6 (miss: btcFilter), btc=down fng=56 flat=off
2026-09-11 16:02:52Z RF ok: - | C2=10885.45 C3b=11424.66
2026-09-11 16:02:52Z ok [cloud] 125.3s events: - | eq=9339.67 pos=1
2026-09-11 16:13:37Z RF ok: - | C2=10885.45 C3b=11424.66
2026-09-11 16:13:37Z ok [cloud] 14.2s events: - | eq=9334.65 pos=1
2026-09-11 16:15:50Z RF ok: - | C2=10915.57 C3b=11477.35
2026-09-11 16:15:50Z ok [cloud] 13.5s events: - | eq=9332.12 pos=1
2026-09-11 16:28:42Z RF ok: - | C2=10915.57 C3b=11477.35
2026-09-11 16:28:42Z ok [cloud] 13.2s events: - | eq=9336.89 pos=1
2026-09-11 16:30:49Z RF ok: - | C2=10915.57 C3b=11477.35
2026-09-11 16:30:49Z ok [cloud] 13.1s events: - | eq=9336.96 pos=1
2026-09-11 16:43:40Z RF ok: - | C2=10915.57 C3b=11477.35
2026-09-11 16:43:40Z ok [cloud] 13.9s events: - | eq=9339.78 pos=1
2026-09-11 16:46:13Z RF ok: - | C2=10915.57 C3b=11477.35
2026-09-11 16:46:13Z ok [cloud] 16.2s events: - | eq=9342.5 pos=1
2026-09-11 16:58:41Z RF ok: - | C2=10915.57 C3b=11477.35
2026-09-11 16:58:41Z ok [cloud] 13.3s events: - | eq=9345.36 pos=1
2026-09-11 17:00:44Z RF ok: - | C2=10915.57 C3b=11477.35
2026-09-11 17:00:44Z ok [cloud] 14.6s events: - | eq=9346.13 pos=1
2026-09-11 17:13:40Z RF ok: - | C2=10915.57 C3b=11477.35
2026-09-11 17:13:40Z ok [cloud] 13.9s events: - | eq=9341.6 pos=1
2026-09-11 17:15:44Z RF ok: - | C2=10920.11 C3b=11485.41
2026-09-11 17:15:44Z ok [cloud] 17.4s events: - | eq=9340.61 pos=1
2026-09-11 17:28:39Z RF ok: - | C2=10920.11 C3b=11485.41
2026-09-11 17:28:39Z ok [cloud] 14.5s events: - | eq=9343.77 pos=1
2026-09-11 17:30:46Z RF ok: - | C2=10920.11 C3b=11485.41
2026-09-11 17:30:46Z ok [cloud] 13.9s events: - | eq=9343.3 pos=1
2026-09-11 17:43:42Z RF ok: - | C2=10920.11 C3b=11485.41
2026-09-11 17:43:42Z ok [cloud] 17.1s events: - | eq=9338.91 pos=1
2026-09-11 17:45:48Z RF ok: - | C2=10920.11 C3b=11485.41
2026-09-11 17:45:48Z ok [cloud] 15.1s events: - | eq=9338.27 pos=1
2026-09-11 17:58:39Z RF ok: - | C2=10920.11 C3b=11485.41
2026-09-11 17:58:39Z ok [cloud] 14.8s events: - | eq=9338.19 pos=1
2026-09-11 18:00:55Z RF ok: - | C2=10920.11 C3b=11485.41
2026-09-11 18:00:55Z ok [cloud] 15.2s events: - | eq=9336.59 pos=1
2026-09-11 18:13:39Z RF ok: - | C2=10920.11 C3b=11485.41
2026-09-11 18:13:39Z ok [cloud] 13.3s events: - | eq=9318.46 pos=1
2026-09-11 18:15:45Z RF ok: - | C2=10883.05 C3b=11422.09
2026-09-11 18:15:45Z ok [cloud] 13.1s events: - | eq=9316.89 pos=1
2026-09-11 18:28:39Z RF ok: - | C2=10883.05 C3b=11422.09
2026-09-11 18:28:39Z ok [cloud] 13.3s events: - | eq=9317.39 pos=1
2026-09-11 18:30:56Z RF ok: - | C2=10883.05 C3b=11422.09
2026-09-11 18:30:56Z ok [cloud] 13.9s events: - | eq=9319.4 pos=1
2026-09-11 18:43:41Z RF ok: - | C2=10883.05 C3b=11422.09
2026-09-11 18:43:41Z ok [cloud] 17.2s events: - | eq=9319.38 pos=1
2026-09-11 18:46:06Z RF ok: - | C2=10883.05 C3b=11422.09
2026-09-11 18:46:06Z ok [cloud] 13.6s events: - | eq=9321.6 pos=1
2026-09-11 18:58:39Z RF ok: - | C2=10883.05 C3b=11422.09
2026-09-11 18:58:39Z ok [cloud] 13.6s events: - | eq=9314.8 pos=1
2026-09-11 19:00:45Z RF ok: - | C2=10883.05 C3b=11422.09
2026-09-11 19:00:45Z ok [cloud] 13.7s events: - | eq=9315.45 pos=1
2026-09-11 19:13:41Z RF ok: - | C2=10883.05 C3b=11422.09
2026-09-11 19:13:41Z ok [cloud] 14.6s events: - | eq=9321.59 pos=1
2026-09-11 19:15:43Z RF ok: - | C2=10909.21 C3b=11466.78
2026-09-11 19:15:43Z ok [cloud] 13.7s events: - | eq=9318.57 pos=1
2026-09-11 19:28:40Z RF ok: - | C2=10909.21 C3b=11466.78
2026-09-11 19:28:40Z ok [cloud] 13.7s events: - | eq=9322.53 pos=1
2026-09-11 19:30:44Z RF ok: - | C2=10909.21 C3b=11466.78
2026-09-11 19:30:44Z ok [cloud] 13.7s events: - | eq=9322.1 pos=1
2026-09-11 19:43:47Z RF ok: - | C2=10909.21 C3b=11466.78
2026-09-11 19:43:47Z ok [cloud] 13.3s events: - | eq=9319.57 pos=1
2026-09-11 19:46:07Z RF ok: - | C2=10909.21 C3b=11466.78
2026-09-11 19:46:08Z ok [cloud] 15.3s events: - | eq=9319.59 pos=1
2026-09-11 19:58:40Z RF ok: - | C2=10909.21 C3b=11466.78
2026-09-11 19:58:40Z ok [cloud] 12.6s events: - | eq=9316.71 pos=1
2026-09-11 20:03:09Z scan 4h bar=2026-09-11 16:00: pass=1/20 (BNB-USDT short), btc=down fng=56 flat=off
2026-09-11 20:03:16Z RF ok: - | C2=10909.21 C3b=11466.78
2026-09-11 20:03:16Z ok [cloud] 124.4s events: ENTRY T40 BNB-USDT short | eq=9316.01 pos=2
2026-09-11 20:13:53Z RF ok: - | C2=10909.21 C3b=11466.78
2026-09-11 20:13:53Z ok [cloud] 28.6s events: - | eq=9312.18 pos=2
2026-09-11 20:16:18Z RF ok: - | C2=10916.45 C3b=11479.69
2026-09-11 20:16:18Z ok [cloud] 23.8s events: - | eq=9313.12 pos=2
2026-09-11 20:28:48Z RF ok: - | C2=10916.45 C3b=11479.69
2026-09-11 20:28:48Z ok [cloud] 22.1s events: - | eq=9309.41 pos=2
2026-09-11 20:31:06Z RF ok: - | C2=10916.45 C3b=11479.69
2026-09-11 20:31:06Z ok [cloud] 21.8s events: - | eq=9310.52 pos=2
2026-09-11 20:43:55Z RF ok: - | C2=10916.45 C3b=11479.69
2026-09-11 20:43:55Z ok [cloud] 21.4s events: - | eq=9307.35 pos=2
2026-09-11 20:45:56Z RF ok: - | C2=10916.45 C3b=11479.69
2026-09-11 20:45:56Z ok [cloud] 21.1s events: - | eq=9304.87 pos=2
2026-09-11 20:58:47Z RF ok: - | C2=10916.45 C3b=11479.69
2026-09-11 20:58:47Z ok [cloud] 21.7s events: - | eq=9310.5 pos=2
2026-09-11 21:01:06Z RF ok: - | C2=10916.45 C3b=11479.69
2026-09-11 21:01:06Z ok [cloud] 22.3s events: - | eq=9307.9 pos=2
2026-09-11 21:13:46Z RF ok: - | C2=10916.45 C3b=11479.69
2026-09-11 21:13:46Z ok [cloud] 21.3s events: - | eq=9310.41 pos=2
2026-09-11 21:15:59Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 21:15:59Z ok [cloud] 28.9s events: - | eq=9309.67 pos=2
2026-09-11 21:28:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 21:28:55Z ok [cloud] 21.9s events: - | eq=9307.87 pos=2
2026-09-11 21:31:01Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 21:31:01Z ok [cloud] 21.5s events: - | eq=9307.9 pos=2
2026-09-11 21:42:00Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 21:42:00Z ok [cloud] 20.7s events: - | eq=9310.17 pos=2
2026-09-11 21:45:53Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 21:45:53Z ok [cloud] 21.7s events: - | eq=9309.54 pos=2
2026-09-11 21:57:09Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 21:57:09Z ok [cloud] 22.1s events: - | eq=9314.28 pos=2
2026-09-11 21:58:44Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 21:58:44Z ok [cloud] 21.8s events: - | eq=9313.14 pos=2
2026-09-11 22:00:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 22:00:51Z ok [cloud] 21.4s events: - | eq=9314.96 pos=2
2026-09-11 22:13:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 22:13:51Z ok [cloud] 21.7s events: - | eq=9309.96 pos=2
2026-09-11 22:15:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 22:15:55Z ok [cloud] 21.3s events: - | eq=9312.17 pos=2
2026-09-11 22:30:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 22:30:54Z ok [cloud] 21.8s events: - | eq=9309.99 pos=2
2026-09-11 22:45:47Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 22:45:47Z ok [cloud] 6.1s events: - | eq=9311.69 pos=2
2026-09-11 23:01:04Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 23:01:04Z ok [cloud] 21.1s events: - | eq=9303.99 pos=2
2026-09-11 23:16:06Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 23:16:06Z ok [cloud] 22.5s events: - | eq=9300.6 pos=2
2026-09-11 23:30:49Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 23:30:49Z ok [cloud] 22s events: - | eq=9298.4 pos=2
2026-09-11 23:45:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 23:45:51Z ok [cloud] 20.8s events: - | eq=9290.38 pos=2
2026-09-11 23:54:15Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-11 23:54:16Z ok [cloud] 22.2s events: - | eq=9287.5 pos=2
2026-09-12 00:03:24Z scan 4h bar=2026-09-11 20:00: pass=0/20, near=ETH-USDT 7/6 (miss: triggerBar), btc=down fng=63 flat=off
2026-09-12 00:03:30Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 00:03:30Z ok [cloud] 159.8s events: - | eq=9289.69 pos=2
2026-09-12 00:16:01Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 00:16:01Z ok [cloud] 25.6s events: - | eq=9289.23 pos=2
2026-09-12 00:30:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 00:30:54Z ok [cloud] 20.8s events: - | eq=9287.1 pos=2
2026-09-12 00:45:57Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 00:45:57Z ok [cloud] 23.3s events: - | eq=9286.41 pos=2
2026-09-12 01:00:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 01:00:55Z ok [cloud] 23.2s events: - | eq=9291.35 pos=2
2026-09-12 01:16:05Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 01:16:05Z ok [cloud] 23.1s events: - | eq=9281.58 pos=2
2026-09-12 01:30:49Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 01:30:49Z ok [cloud] 22.4s events: - | eq=9275.83 pos=2
2026-09-12 01:45:50Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 01:45:50Z ok [cloud] 20.3s events: - | eq=9273.76 pos=2
2026-09-12 02:01:09Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 02:01:09Z ok [cloud] 22.4s events: - | eq=9268.69 pos=2
2026-09-12 02:15:50Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 02:15:50Z ok [cloud] 21.7s events: - | eq=9271.5 pos=2
2026-09-12 02:30:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 02:30:52Z ok [cloud] 21.5s events: - | eq=9272.3 pos=2
2026-09-12 02:45:56Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 02:45:56Z ok [cloud] 20.6s events: - | eq=9272.4 pos=2
2026-09-12 03:00:58Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 03:00:58Z ok [cloud] 21s events: - | eq=9259.42 pos=2
2026-09-12 03:15:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 03:15:52Z ok [cloud] 21.4s events: - | eq=9239.32 pos=2
2026-09-12 03:22:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 03:22:52Z ok [cloud] 20.9s events: - | eq=9244.51 pos=2
2026-09-12 03:30:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 03:30:51Z ok [cloud] 20.8s events: - | eq=9243.69 pos=2
2026-09-12 03:45:58Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 03:45:58Z ok [cloud] 21.9s events: - | eq=9247.99 pos=2
2026-09-12 04:02:37Z scan 4h bar=2026-09-12 00:00: pass=0/20, near=SOL-USDT 7/6 (miss: triggerBar), btc=down fng=63 flat=off
2026-09-12 04:02:42Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 04:02:42Z ok [cloud] 129.3s events: - | eq=9243.61 pos=2
2026-09-12 04:15:56Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 04:15:56Z ok [cloud] 25.5s events: - | eq=9245.58 pos=2
2026-09-12 04:31:39Z RF ERROR: The operation has timed out. @ at Invoke-Iss, D:\a\paper-desk\paper-desk\tools\lib_engine.ps1: line 212
2026-09-12 04:31:39Z ok [cloud] 42s events: - | eq=9243.48 pos=2
2026-09-12 04:45:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 04:45:55Z ok [cloud] 23.2s events: - | eq=9242.66 pos=2
2026-09-12 05:01:00Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 05:01:00Z ok [cloud] 21.2s events: - | eq=9250.62 pos=2
2026-09-12 05:15:56Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 05:15:56Z ok [cloud] 21.9s events: - | eq=9239.92 pos=2
2026-09-12 05:30:53Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 05:30:53Z ok [cloud] 21.5s events: - | eq=9251.68 pos=2
2026-09-12 05:45:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 05:45:51Z ok [cloud] 21.8s events: - | eq=9251.36 pos=2
2026-09-12 06:00:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 06:00:54Z ok [cloud] 20.9s events: - | eq=9252.93 pos=2
2026-09-12 06:15:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 06:15:54Z ok [cloud] 21.1s events: - | eq=9255.11 pos=2
2026-09-12 06:31:00Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 06:31:00Z ok [cloud] 22s events: - | eq=9257.86 pos=2
2026-09-12 06:45:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 06:45:55Z ok [cloud] 24.1s events: - | eq=9260.87 pos=2
2026-09-12 07:00:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 07:00:55Z ok [cloud] 21s events: - | eq=9265.94 pos=2
2026-09-12 07:15:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 07:15:51Z ok [cloud] 20.8s events: - | eq=9257.75 pos=2
2026-09-12 07:30:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 07:30:52Z ok [cloud] 21.6s events: - | eq=9257.35 pos=2
2026-09-12 07:45:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 07:45:55Z ok [cloud] 23.4s events: - | eq=9255.34 pos=2
2026-09-12 08:02:42Z scan 4h bar=2026-09-12 04:00: pass=0/20, near=SOL-USDT 7/6 (miss: triggerBar), btc=down fng=63 flat=off
2026-09-12 08:02:48Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 08:02:48Z ok [cloud] 129.7s events: - | eq=9255.99 pos=2
2026-09-12 08:07:46Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 08:07:46Z ok [cloud] 21s events: - | eq=9253.59 pos=2
2026-09-12 08:15:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 08:15:51Z ok [cloud] 21.7s events: - | eq=9255.93 pos=2
2026-09-12 08:31:03Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 08:31:03Z ok [cloud] 22.4s events: - | eq=9263.77 pos=2
2026-09-12 08:45:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 08:45:52Z ok [cloud] 22.3s events: - | eq=9260.38 pos=2
2026-09-12 09:00:53Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 09:00:53Z ok [cloud] 20.6s events: - | eq=9255.79 pos=2
2026-09-12 09:15:58Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 09:15:58Z ok [cloud] 22.4s events: - | eq=9254.78 pos=2
2026-09-12 09:31:07Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 09:31:07Z ok [cloud] 24s events: - | eq=9252.85 pos=2
2026-09-12 09:45:59Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 09:45:59Z ok [cloud] 23.3s events: - | eq=9253.93 pos=2
2026-09-12 10:01:14Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 10:01:14Z ok [cloud] 25.4s events: - | eq=9252.05 pos=2
2026-09-12 10:15:58Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 10:15:58Z ok [cloud] 24.9s events: - | eq=9248.2 pos=2
2026-09-12 10:30:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 10:30:52Z ok [cloud] 20.8s events: - | eq=9238.21 pos=2
2026-09-12 10:45:53Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 10:45:53Z ok [cloud] 21.2s events: - | eq=9232.13 pos=2
2026-09-12 11:00:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 11:00:52Z ok [cloud] 21.5s events: - | eq=9239.07 pos=2
2026-09-12 11:13:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 11:13:52Z ok [cloud] 23.3s events: - | eq=9243.08 pos=2
2026-09-12 11:15:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 11:15:51Z ok [cloud] 21.5s events: - | eq=9242.92 pos=2
2026-09-12 11:28:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 11:28:51Z ok [cloud] 22s events: - | eq=9246.85 pos=2
2026-09-12 11:30:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 11:30:53Z ok [cloud] 21.6s events: - | eq=9247.28 pos=2
2026-09-12 11:43:47Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 11:43:47Z ok [cloud] 20.8s events: - | eq=9247.93 pos=2
2026-09-12 11:45:57Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 11:45:57Z ok [cloud] 21.5s events: - | eq=9251.14 pos=2
2026-09-12 11:58:50Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 11:58:50Z ok [cloud] 21.6s events: - | eq=9249.51 pos=2
2026-09-12 12:02:51Z scan 4h bar=2026-09-12 08:00: pass=0/20, near=BNB-USDT 7/6 (miss: triggerBar), btc=down fng=63 flat=off
2026-09-12 12:02:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 12:02:55Z ok [cloud] 137.1s events: - | eq=9247.52 pos=2
2026-09-12 12:10:49Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 12:10:49Z ok [cloud] 22.1s events: - | eq=9249.47 pos=2
2026-09-12 12:13:49Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 12:13:49Z ok [cloud] 21.9s events: - | eq=9247.96 pos=2
2026-09-12 12:15:57Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 12:15:57Z ok [cloud] 24.9s events: - | eq=9248.1 pos=2
2026-09-12 12:28:47Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 12:28:47Z ok [cloud] 8.7s events: - | eq=9253.05 pos=2
2026-09-12 12:30:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 12:30:55Z ok [cloud] 21.3s events: - | eq=9249.69 pos=2
2026-09-12 12:43:48Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 12:43:48Z ok [cloud] 21.7s events: - | eq=9245.01 pos=2
2026-09-12 12:46:32Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 12:46:32Z ok [cloud] 24.6s events: - | eq=9247.75 pos=2
2026-09-12 12:58:45Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 12:58:45Z ok [cloud] 21.6s events: - | eq=9251.33 pos=2
2026-09-12 13:00:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 13:00:52Z ok [cloud] 21.3s events: - | eq=9249.76 pos=2
2026-09-12 13:13:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 13:13:54Z ok [cloud] 20.7s events: - | eq=9259.23 pos=2
2026-09-12 13:15:56Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 13:15:56Z ok [cloud] 22.5s events: - | eq=9258.57 pos=2
2026-09-12 13:28:45Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 13:28:45Z ok [cloud] 21s events: - | eq=9256.58 pos=2
2026-09-12 13:30:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 13:30:52Z ok [cloud] 21.8s events: - | eq=9258.71 pos=2
2026-09-12 13:43:47Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 13:43:47Z ok [cloud] 21.4s events: - | eq=9252.95 pos=2
2026-09-12 13:45:53Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 13:45:53Z ok [cloud] 25.8s events: - | eq=9254.49 pos=2
2026-09-12 14:00:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 14:00:55Z ok [cloud] 21s events: - | eq=9252.06 pos=2
2026-09-12 14:15:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 14:15:55Z ok [cloud] 25.1s events: - | eq=9255.58 pos=2
2026-09-12 14:31:27Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 14:31:27Z ok [cloud] 24.2s events: - | eq=9260.83 pos=2
2026-09-12 14:45:53Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 14:45:53Z ok [cloud] 21.3s events: - | eq=9259.33 pos=2
2026-09-12 15:00:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 15:00:51Z ok [cloud] 20.9s events: - | eq=9256.38 pos=2
2026-09-12 15:15:56Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 15:15:56Z ok [cloud] 22.3s events: - | eq=9249.99 pos=2
2026-09-12 15:30:44Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 15:30:44Z ok [cloud] 10.8s events: - | eq=9254.88 pos=2
2026-09-12 15:33:32Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 15:33:32Z ok [cloud] 26.2s events: - | eq=9253.73 pos=2
2026-09-12 15:45:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 15:45:55Z ok [cloud] 21.2s events: - | eq=9252.87 pos=2
2026-09-12 16:02:32Z scan 4h bar=2026-09-12 12:00: pass=0/20, near=SOL-USDT 7/6 (miss: triggerBar), btc=down fng=63 flat=off
2026-09-12 16:02:37Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 16:02:37Z ok [cloud] 131.1s events: - | eq=9257.37 pos=2
2026-09-12 16:13:48Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 16:13:48Z ok [cloud] 21.1s events: - | eq=9261.28 pos=2
2026-09-12 16:15:53Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 16:15:53Z ok [cloud] 22.2s events: - | eq=9261.5 pos=2
2026-09-12 16:28:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 16:28:54Z ok [cloud] 21.7s events: - | eq=9262.71 pos=2
2026-09-12 16:30:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 16:30:54Z ok [cloud] 21.3s events: - | eq=9261.58 pos=2
2026-09-12 16:43:52Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 16:43:52Z ok [cloud] 24.1s events: - | eq=9270.52 pos=2
2026-09-12 16:46:04Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 16:46:04Z ok [cloud] 25.9s events: - | eq=9270.24 pos=2
2026-09-12 16:58:51Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 16:58:51Z ok [cloud] 21.3s events: - | eq=9273.12 pos=2
2026-09-12 17:00:53Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 17:00:53Z ok [cloud] 21.5s events: - | eq=9273.43 pos=2
2026-09-12 17:13:54Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 17:13:54Z ok [cloud] 22.6s events: - | eq=9272.17 pos=2
2026-09-12 17:15:55Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 17:15:55Z ok [cloud] 21.7s events: - | eq=9272.77 pos=2
2026-09-12 17:28:48Z RF ok: - | C2=10907.81 C3b=11465.81
2026-09-12 17:28:48Z ok [cloud] 22s events: - | eq=9274.78 pos=2
